id,rank,fighter,dojo,district,birth_date,height,weight,Lat,Lng
9079,M15w,Kotoyuki,Sadogatake,Kagawa,4/2/91,176,162.4,35.7772605,139.9616965
11726,M8e,Tokushoryu,Kise,Nara,8/22/86,182,170.6,26.5334687,127.9413748
11918,M13e,Akua,Tatsunami,Ibaraki,11/6/90,181,162.6,26.5334687,127.9413748
2879,M17e,Sadanoumi,Sakaigawa,Kumamoto,5/11/87,184,131.2,43.0382724,141.3153207
1123,Y1e,Hakuho,Miyagino,Mongolia,3/11/85,193,150.7,38.2789376,140.9508565
1219,Y1w,Kakuryu,Michinoku,Mongolia,8/10/85,186,150,39.1362124,141.1499861
12130,O1e,Shodai,Tokitsukaze,Kumamoto,11/5/91,182,150,35.6937382,139.7945024
12291,O1w,Asanoyama,Takasago,Toyama,3/1/94,189,158,34.7661005,134.7906014
12191,O2e,Takakeisho,Tokiwayama,Hyogo,8/5/96,173,149,34.0756731,131.8252971
11927,S1e,Terunofuji,Isegahama,Mongolia,11/29/91,192,158.5,32.413809,131.6495062
11855,S1w,Takanosho,Tokiwayama,Chiba,11/14/94,181.5,128.5,34.0756731,131.8252971
6480,K1e,Takayasu,Tagonoura,Ibaraki,2/28/90,187,163,40.77555,140.5178517
12210,K1w,Mitakeumi,Dewanoumi,Nagano,12/25/92,179,149,35.6923601,139.7926487
11985,K2w,Daieisho,Oitekaze,Saitama,11/10/93,179,135.7,35.812615,139.814385
11728,M1e,Takarafuji,Isegahama,Aomori,2/18/87,186,161.1,32.413809,131.6495062
12043,M1w,Onosho,Onomatsu,Aomori,7/4/96,176,148.5,35.670438,140.0347887
12239,M2e,Hokutofuji,Hakkaku,Saitama,7/15/92,182,158,49.280869,-123.0019651
12370,M2w,Wakatakakage,Arashio,Fukushima,12/6/94,180,115,34.6432078,134.9975859
11946,M3e,Meisei,Tatsunami,Kagoshima,7/24/95,180,120,34.6432078,134.9975859
12024,M3w,Shimanoumi,Kise,Mie,7/11/89,178,160.8,26.5334687,127.9413748
12231,M4e,Kiribayama,Michinoku,Mongolia,4/24/96,184,94,39.1362124,141.1499861
11784,M4w,Myogiryu,Sakaigawa,Hyogo,10/22/86,187,148,43.0382724,141.3153207
12055,M5e,Endo,Oitekaze,Ishikawa,10/19/90,183,145.6,35.812615,139.814385
6463,M5w,Okinoumi,Hakkaku,Shimane,7/29/85,190,154,49.280869,-123.0019651
5944,M6e,Tamawashi,Kataonami,Mongolia,11/16/84,190,161,34.1801053,135.1744606
12107,M6w,Ichinojo,Minato,Mongolia,4/7/93,190,183,35.6580813,139.7515077
6599,M7e,Tochinoshin,Kasugano,Georgia,10/13/87,192,162,37.1520331,138.2314092
11845,M7w,Kagayaki,Takadagawa,Ishikawa,6/1/94,193,144.3,34.8228478,135.594865
12270,M8e,Kotonowaka,Sadogatake,Chiba,11/19/97,186,147,35.7772605,139.9616965
12203,M8w,Tobizaru,Oitekaze,Tokyo,4/24/92,174,110,35.812615,139.814385
6642,M9e,Chiyonokuni,Kokonoe,Mie,7/10/90,184,143.8,33.2285239,131.1888843
12451,M9w,Hoshoryu,Tatsunami,Mongolia,5/22/99,185,107,33.2285239,131.1888843
12352,M10e,Midorifuji,Isegahama,Shizuoka,8/30/96,168,91,32.413809,131.6495062
6594,M10w,Ryuden,Takadagawa,Yamanashi,11/10/90,192,145,34.8228478,135.594865
11934,M11e,Chiyotairyu,Kokonoe,Tokyo,11/14/88,182,166.8,33.2285239,131.1888843
12449,M11w,Kotoshoho,Sadogatake,Chiba,8/26/99,188,144,35.7772605,139.9616965
8900,M12e,Akiseyama,Kise,Aichi,7/18/85,183,172.6,26.5334687,127.9413748
11786,M12w,Aoiyama,Kasugano,Bulgaria,6/19/86,192,192.6,37.1520331,138.2314092
11868,M13e,Terutsuyoshi,Isegahama,Hyogo,1/17/95,169,112,32.413809,131.6495062
11785,M13w,Chiyoshoma,Kokonoe,Mongolia,7/20/91,183,118.2,33.2285239,131.1888843
7153,M14e,Kotoeko,Sadogatake,Miyazaki,11/20/91,175.5,111.6,35.7772605,139.9616965
12113,M14w,Tsurugisho,Oitekaze,Tokyo,7/27/91,184,154,35.812615,139.814385
12292,M15e,Yutakayama,Tokitsukaze,Niigata,9/22/93,185,171,35.6937382,139.7945024
12026,M15w,Hidenoumi,Kise,Tokyo,6/11/89,184,156.2,26.5334687,127.9413748
6753,M16e,Kaisei,Tomozuna,Brazil,12/18/86,195,187.8,33.5948329,130.3595555
12273,M16w,Daiamami,Oitekaze,Kagoshima,12/15/92,185,167,35.812615,139.814385
