fighter_name,image_url
Tosayutaka,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Sumo_May09_Tosayutaka.jpg/170px-Sumo_May09_Tosayutaka.jpg
Fujiazuma,https://upload.wikimedia.org/wikipedia/commons/d/df/Fujiazuma_2011_Nov.jpg
Kyokutenho,https://upload.wikimedia.org/wikipedia/commons/f/f8/Kyokutenho_in_Sumioshi_Taisha_IMG_1496-2_20130302.JPG
Kagamio,https://static.wikia.nocookie.net/lady-bug/images/6/66/Kagami_Tsurugi_Square.png/revision/latest?cb=20201122165830
Tokitenku,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Tokitenku_2008.jpg/1200px-Tokitenku_2008.jpg
Asasekiryu,https://upload.wikimedia.org/wikipedia/commons/8/8b/Asasekiryu_2008.jpg
Jokoryu,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20110055.jpg
Satoyama,https://upload.wikimedia.org/wikipedia/commons/5/5e/Inagi_satoyama_06b5841s.jpg
Kitataiki,https://upload.wikimedia.org/wikipedia/commons/0/08/Kitataiki_08_Sep.JPG
Amuru,https://upload.wikimedia.org/wikipedia/commons/6/67/Amuru_District_in_Uganda.svg
Seiro,https://kawashima-ya.backdrop.jp/images/wp_seiro_recipe01.jpg
Kitaharima,https://upload.wikimedia.org/wikipedia/commons/5/5c/Kitaharima_2012_Jan.JPG
Sadanofuji,https://upload.wikimedia.org/wikipedia/commons/f/f5/Sadanofuji_2010_May.JPG
Homarefuji,https://static.wikia.nocookie.net/sumowrestling/images/e/ec/Homarefuji_7.jpg/revision/latest/top-crop/width/360/height/450?cb=20200913014824
Amakaze,https://www.justonecookbook.com/wp-content/uploads/2020/02/Amazake-0145-I-500x375.jpg
Chiyootori,https://upload.wikimedia.org/wikipedia/commons/b/b2/Chiyootori_2014.jpg
Osunaarashi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Osunaarashi_Kintaro_after_May_grand_Tournament_Tokyo%2C_Ryogoku_Kokugikan.png/1200px-Osunaarashi_Kintaro_after_May_grand_Tournament_Tokyo%2C_Ryogoku_Kokugikan.png
Kyokushuho,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20070084.jpg
Chiyoo,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20100024.jpg
Toyohibiki,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Sumo_May09_Toyohibiki.jpg/170px-Sumo_May09_Toyohibiki.jpg
Gagamaru,https://upload.wikimedia.org/wikipedia/commons/f/fc/Gagamaru_in_Harubasho_2013_IMG_1896-2_20130324.JPG
Harumafuji,https://upload.wikimedia.org/wikipedia/commons/f/fc/Harumafuji_2011_Sep.JPG
Ura,https://pbs.twimg.com/profile_images/875749865938092032/NSVNi-g0_400x400.jpg
Sokokurai,https://upload.wikimedia.org/wikipedia/commons/2/2d/Sokokurai_2010_Jan-2.jpg
Takekaze,https://upload.wikimedia.org/wikipedia/commons/4/40/Celebration_parade_of_Takekaze_2016-10.jpg
Aminishiki,https://upload.wikimedia.org/wikipedia/commons/3/36/Aminishiki_2008.jpg
Arawashi,https://upload.wikimedia.org/wikipedia/commons/f/f3/Arawashi_2014.jpg
Kisenosato,https://cdn.mainichi.jp/vol1/2019/01/17/20190117p2a00m0sp017000p/8.jpg?1
Takanoiwa,https://upload.wikimedia.org/wikipedia/commons/4/45/Takanoiwa_2014.jpg
Yoshikaze,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Sumo_May09_Yoshikaze.jpg/220px-Sumo_May09_Yoshikaze.jpg
Yago,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/YAGO.svg/1200px-YAGO.svg.png
Toyonoshima,https://upload.wikimedia.org/wikipedia/commons/d/db/Toyonoshima_in_Harubasho_2013_IMG_1882_20130324.JPG
Takagenji,https://upload.wikimedia.org/wikipedia/commons/8/8a/Takagenji_Jan_2018.png
Tomokaze,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20170071.jpg
Daishomaru,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20140033.jpg
Daishoho,http://sumo.or.jp/img/sumo_data/rikishi/270x474/20130002.jpg
Goeido,https://upload.wikimedia.org/wikipedia/commons/8/8c/Goeido_in_Harubasho_2013_IMG_1886-2_20130324.JPG
Tochiozan,https://upload.wikimedia.org/wikipedia/commons/d/da/Tochiozan_in_Harubasho_2013_IMG_1878-2_20130324.JPG
Azumaryu,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20080097.jpg
Ikioi,https://upload.wikimedia.org/wikipedia/commons/a/af/Ikioi_in_Harubasho_2013_IMG_1879-2_20130324.JPG
Chiyomaru,https://upload.wikimedia.org/wikipedia/commons/c/c6/Chiyomaru_2014.jpg
Nishikigi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Nishikigi_2015_May.JPG/220px-Nishikigi_2015_May.JPG
Kotoshogiku,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Sumo_May09_Kotoshogiku.jpg/170px-Sumo_May09_Kotoshogiku.jpg
Ishiura,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20130013.jpg
Abi,https://www.famousbirthdays.com/headshots/abi-talent-1.jpg
Shohozan,https://upload.wikimedia.org/wikipedia/commons/5/5b/Matsutani_2010_May.JPG
Kyokutaisei,https://upload.wikimedia.org/wikipedia/commons/3/37/Kyokutaisei_2014.JPG
Enho,https://upload.wikimedia.org/wikipedia/commons/5/5d/Enho.jpg
Kotoyuki,https://upload.wikimedia.org/wikipedia/commons/2/2d/Kotoyuki_2011_Sep.JPG
Tokushoryu,https://cdn.cnn.com/cnnnext/dam/assets/200128045403-tokushoryu-restricted-large-169.jpg
Akua,https://images.nosh.com/logos/21593732.akua.jpg
Sadanoumi,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20030054.jpg
Hakuho,https://upload.wikimedia.org/wikipedia/commons/6/6d/Hakuho_2012_January.JPG
Kakuryu,https://upload.wikimedia.org/wikipedia/commons/e/e8/Kakuryu_Rikisaburo_%2833234084043%29_%28cropped%29.jpg
Shodai,https://upload.wikimedia.org/wikipedia/en/3/3f/Shodai_Dohyo-iri_Fukuoka_2016.jpg
Asanoyama,https://upload.wikimedia.org/wikipedia/commons/d/dd/Asanoyama_2017_March.jpg
Takakeisho,https://upload.wikimedia.org/wikipedia/commons/3/3e/Takakeisho_Mitsunobu20180909.jpg
Terunofuji,https://upload.wikimedia.org/wikipedia/commons/4/46/Terunofuji_2014.jpg
Takanosho,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20100039.jpg
Takayasu,https://www.merckmanuals.com/-/media/manual/professional/images/19a-images-of-aorta-in-takayasu-arteritis-ctisus.jpg?mw=350&thn=0&sc_lang=en
Mitakeumi,https://upload.wikimedia.org/wikipedia/commons/3/3e/Mitakeumi_Sep_2015.JPG
Daieisho,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20120003.jpg
Takarafuji,https://upload.wikimedia.org/wikipedia/commons/d/da/Takarafuji_2011_Sep.JPG
Onosho,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20130005.jpg
Hokutofuji,https://upload.wikimedia.org/wikipedia/commons/8/89/Hokutofuji_2017.jpg
Wakatakakage,http://sumo.or.jp/img/sumo_data/rikishi/270x474/20170011.jpg
Meisei,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20110029.jpg
Shimanoumi,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20120047.jpg
Kiribayama,http://sumo.or.jp/img/sumo_data/rikishi/270x474/20150034.jpg
Myogiryu,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20090065.jpg
Endo,https://cdn2.unrealengine.com/egs-rocketleagueendostarterpack-psyonixllc-dlc-s1-2560x1440-708152337.jpg?h=1080&resize=1&w=1920
Okinoumi,https://upload.wikimedia.org/wikipedia/commons/b/b6/09_Sep_Okinoumi.JPG
Tamawashi,https://upload.wikimedia.org/wikipedia/commons/1/10/Tamawashi_08_Sep.JPG
Ichinojo,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20130077.jpg
Tochinoshin,https://upload.wikimedia.org/wikipedia/commons/4/4e/Tochinoshin.jpg
Kagayaki,https://upload.wikimedia.org/wikipedia/commons/b/b7/SeriesE7-F19.jpg
Kotonowaka,https://upload.wikimedia.org/wikipedia/commons/c/cc/Kotonowaka_2019_Sep_tournament.jpg
Tobizaru,http://sumo.or.jp/img/sumo_data/rikishi/270x474/20150005.jpg
Chiyonokuni,https://upload.wikimedia.org/wikipedia/commons/c/c0/Chiyonokuni2_2012_Jan.JPG
Hoshoryu,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20170096.jpg
Midorifuji,https://static.wikia.nocookie.net/sumowrestling/images/6/6e/Midorifuji_2.jpg/revision/latest?cb=20201128153823
Ryuden,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20060023.jpg
Chiyotairyu,http://sumo.or.jp/img/sumo_data/rikishi/270x474/20110015.jpg
Kotoshoho,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20170094.jpg
Akiseyama,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Akiseyama_2014.JPG/220px-Akiseyama_2014.JPG
Aoiyama,https://upload.wikimedia.org/wikipedia/commons/9/95/Aoiyama_2012_Jan.JPG
Terutsuyoshi,https://upload.wikimedia.org/wikipedia/commons/1/14/Terutsuyoshi_2017.jpg
Chiyoshoma,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20090066.jpg
Kotoeko,https://upload.wikimedia.org/wikipedia/commons/a/a5/Kotoeko_2017.jpg
Tsurugisho,http://sumo.or.jp/img/sumo_data/rikishi/270x474/20140002.jpg
Yutakayama,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20160020.jpg
Hidenoumi,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20120049.jpg
Kaisei,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Kaisei_2010_Sep.JPG/1200px-Kaisei_2010_Sep.JPG
Daiamami,http://www.sumo.or.jp/img/sumo_data/rikishi/270x474/20160002.jpg
